"CaseID","weight","tm_start","tm_finish","duration","C1","C2","C3","I1","I2","I3","I4","I5","I6","I7","I8","I9","I10","RFQ1","RFQ2","RFQ3","REI1","REI2","REI3","REI4","MR1","MR2","MR3","EPQ1","EPQ2","EPQ3","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","DPES1","DPES2","DPES3","DPES4","DPES5","DPES6","DPES7","DPES8","DPES9","DPES10","DPES11","DPES12","DPES13","DPES14","DPES15","DPES16","DPES17","DPES18","DPES19","DPES20","DPES21","DIT0","DIT1","DIT2","DIT3","DIT4","DIT5","DIT6","DIT7","DIT8","DIT9","DIT10","DIT11","DIT12","RANK_DIT1","RANK_DIT2","RANK_DIT3","RANK_DIT4","RANK_DIT5","RANK_DIT6","RANK_DIT7","RANK_DIT8","RANK_DIT9","RANK_DIT10","RANK_DIT11","RANK_DIT12","MELS1","MELS2","MELS3","MELS4","MELS5","MELS6","MELS7","MELS8","MELS9","MELS10","MELS11","MELS12","MOPS11","MOPS12","Dov_mops101","Dov_mops102","Dov_mops103","Dov_mops104","Dov_mops105","Dov_mops106","Dov_mops107","Dov_mops108","Dov_mops109","Dov_mops110","Dov_mops111","Dov_mops112","Dov_mops113","MOPS21","MOPS22","Dov_mops201","Dov_mops202","Dov_mops203","Dov_mops204","Dov_mops205","Dov_mops206","Dov_mops207","Dov_mops208","Dov_mops209","Dov_mops210","Dov_mops211","Dov_mops212","Dov_mops213","Dov_mops301","Dov_mops302","Dov_mops303","Dov_mops304","Dov_mops305","Dov_mops306","Dov_mops307","Dov_mops308","Dov_mops309","Dov_mops310","Dov_mops311","Dov_mops312","MOPS3_01","MOPS3_02","MOPS3_03","MOPS3_04","MOPS3_05","MOPS3_06","MOPS3_07","MOPS3_08","MOPS3_09","MOPS3_10","MOPS3_11","MOPS3_12","MFSS1","MFSS2","MFSS3","MFSS4","MFSS5","MFSS6","MFSS7","MFSS8","MFSS9","MFSS10","MFSS11","MFSS12","MFSS13","MFSS14","MFSS15","MFSS16","MFSS17","MFSS18","MI1","MI2","MI3","MI4","MI5","MI6","MI7","MI8","MI9","MI10","CRQ1","CQR2_A","CQR2_B","CQR2_C","CQR2_D","IS1","IS2","IS3","IS4","IS5","IS6","IS7","IS8","IS9","IS10","SV1","SV2","SV3","SV4","SV5","SV6","SV7","SV8","SV9","SV10","SV11","SV12","SV13","SV14","SV15","SV16","SV17","SV18","SV19","SV20","SV21","TET1","TET2","TET3","TET4","TET5","TET6","TET7","TET8","TET9","TET10","TET11","TET12","TET13","TET14","TET15","Dov_version","Block15","EVA1","EVA2","EVA3","EVA4","EVA5","EVA6","EVA7","EVA8","EVA9","EVA10","EVA11","EVA12","Dov_game","Block17","PPAGE","ppagecat","ppagect4","PPEDUC","PPEDUCAT","PPETHM","PPGENDER","PPHHHEAD","PPHHSIZE","PPHOUSE","PPINCIMP","PPMARIT","PPMSACAT","PPREG4","ppreg9","PPRENT","PPSTATEN","PPT01","PPT1317","PPT18OV","PPT25","PPT612","PPWORK","PPNET","FR1","CORE_EMP","core_par","PPINCCAT","EVER_PAR","PPADOPT2","ppcu0153","ppfs0681","ppfs0682","ppfs0683","ppfs0684","ppfs0685","ppfs0686","ppfs0687","ppfs0678","ppfs0679","ppfs0680","pph10001","pph10002","pph10055","pph10056","pph10057","pph10059","pph10060","pph10061","pph10083","pph10084","pph10085","pph10087","pph10088","pph10089","pph10219","pph10220","pph10221","pph10252","pph10253","pph10254","pph10255","pph10256","pph10257","pph1anxi","pph1depr","pph1inso","pph1ment","pphi0016","pphi0018","pphi0041","pphi0046","pphi0047","pphi0048","ppl10003","ppl10004","ppl10005","ppl10007","ppl10008","ppl10009","ppl10012","ppl10013","ppl10014","ppl10017","ppl10018","ppl10019","ppl10021","ppl10055","pppa0012","pppa0073","pppa0074","pppa0075","pppa0076","pppa0077","pppa0078","pppa0079","pppa0080","pppa0081","pppa0082","pppa0083","pppa0084","pppa0085","pppa0206","pppa0207","pppa0208","pppa0209","pppa0210","pppa0211","pppa0212","pppa0213","Display_time","Block7_page_time","DIT1_time","DIT1_RANK_time","Block4_time","Block9_time","Block14A_time","Block8_time","Block8_MOPS1_time","Block8_MOPS2_time","Block8_MOPS3_time","Block11_CRQ1_time","Block11_CQR2_time","Block6_time","Block14B_time","Block5_time","Block13_time","Block10_time","I9_time","SantaClara_time","Block2_time","I10_time","Block1_time","Block3_time","Block14C_time","Block16_time","IntroB15_time","Block15_time","Block12_time","Q1_time","Q42_time","Q43_time","Q44_time","Q45_time","Q1_health_time","Q4_time","Q19_time","Q35_time","Q36_time","Q1_LIFE1_time","Q1_LIFE2_time","Q1_LIFE3_time","Q2_time","Q3_LIFE_time","Q12_LIFE_time","FR1_time","Q20_Loop_2_time","Q37_time","Q20_Loop_1_time","Q20_Loop_4_time","pppa0233","pppa0016","pppa0017","pppa0035","pppa0041","pppa0042","pppa0043","pppa0044","pppa0045","pppa0046","pppa0047","pppa0048","pppa0049","pppa0050","pppa0051","pppa0070","pppa0071","pppa0086","pppa0087","pppa0088","pppa0089","pppa0090","pppa0092","pppa0093","pppa0094","pppa0095","pppa0096","pppa0097","pppa0098","pppa0099","pppa0100","pppa0101","pppa0102","partyid7","pppa0005","pppa0006","ppp20072"
153,0.52,3/12/2012,3/13/2012,83,3,3,3,1,3,2,3,4,4,3,5,5,3,4,4,4,4,4,4,3,7,6,4,6,7,7,4,2,1,4,1,4,2,2,3,2,4,1,4,3,1,6,4,5,4,6,5,5,4,2,4,4,5,6,3,3,6,5,5,5,2,2,4,2,4,4,4,1,5,3,4,5,2,5,2,2,1,3,4,4,3,3,2,1,2,2,3,4,7,7,7,7,1,1,5,3,7,7,7,1,10,9,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,5,,4,3,,,,5,4,,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,4,1,5,4,1,4,4,7,1,7,1,1,1,1,1,2,2,3,5,1,1,4,5,1,5,3,6,1,1,5,3,4,6,1,2,6,4,6,4,5,2,2,2,6,1,1,1,1,1,4,3,3,4,4,4,3,3,4,4,2,2,5,2,1,4,-1,5,1,4,3,4,1,1,1,6,84,7,4,9,2,1,2,1,4,1,14,2,1,3,5,1,56,0,0,4,0,0,5,1,"Your mind knows when you're doing the right and moral thing.",1,0,4,1,4,1,4,4,2,3,3,4,1,3,3,2,2,1,,,,,,,,,,,,,4,2,,,,,,,,0,0,0,0,,,,,,,6,6,6,2,5,3,6,5,2,2,2,0,4,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30,135,418,823,169,204,80,211,70,27,110,89,70,224,96,343,459,197,13,19,89,12,50,82,71,110,47,80,245,,,,,,7,14,14,12,10,24,63,42,42,17,15,103,,,,,15,2,2,2,5,5,3,1,4,6,6,2,3,6,6,13,-2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,6
154,0.68,3/12/2012,3/13/2012,38,2,3,4,3,3,4,3,5,4,3,4,5,4,5,6,6,3,2,4,3,7,7,3,5,4,5,3,6,2,4,2,6,4,4,4,6,5,2,6,5,6,6,6,4,4,4,4,5,6,3,6,4,4,4,3,5,5,5,4,6,4,4,4,2,4,3,3,1,2,3,5,4,3,3,2,2,2,4,4,1,3,1,4,2,2,2,2,3,7,7,7,7,3,5,7,7,3,7,7,6,9,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,2,5,5,,3,2,,,5,,,,8,8,8,8,8,8,8,8,8,8,1,8,3,2,2,8,8,8,7,7,4,1,7,7,1,2,4,7,2,1,6,1,6,1,2,2,4,2,2,2,2,3,3,4,4,2,1,2,5,3,3,1,4,3,2,2,2,4,1,3,3,5,5,2,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,1,2,5,4,2,4,2,4,2,4,3,4,3,3,1,6,57,5,3,11,3,4,2,1,2,1,16,6,1,4,9,1,93,0,0,2,0,0,1,1,"",0,0,4,0,3,2,3,2,2,2,2,3,2,4,3,2,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,19,-2,1,3,2,3,5,5,5,3,3,3,5,1,3,5,1,0,2,3,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,75,139,188,61,218,30,102,35,25,66,38,44,123,17,156,244,121,14,19,35,9,65,52,23,62,9,51,212,,,,,,,,,,,,,,,,,2,,,,,7,5,5,1,1,5,1,3,5,2,2,-1,1,2,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6
155,0.25,3/12/2012,3/13/2012,58,4,5,1,1,5,4,1,1,4,1,5,2,2,2,2,2,2,3,3,4,6,1,1,6,6,6,2,1,1,2,1,4,4,1,6,4,4,6,7,6,4,6,6,5,4,6,7,4,4,4,5,5,6,6,4,7,5,4,5,6,6,6,6,3,5,4,5,1,4,5,4,4,4,4,4,3,-1,-1,1,4,-1,-1,-1,2,-1,-1,3,-1,7,7,7,7,5,5,7,6,7,7,7,4,3,9,0,0,1,0,0,0,0,0,1,0,0,0,0,8,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,4,3,5,,,1,,1,5,,,,8,8,8,8,8,8,8,4,8,8,1,8,6,8,6,8,8,8,4,4,5,4,4,3,3,5,4,5,4,4,3,3,4,1,3,2,5,1,4,2,1,4,3,3,5,3,4,3,4,2,3,4,4,5,2,5,4,3,3,4,4,5,3,4,3,2,2,3,2,4,4,4,5,3,3,4,4,4,3,2,1,5,5,5,5,3,4,5,3,3,5,4,4,1,10,61,5,4,11,3,1,1,1,2,1,9,1,1,3,7,1,74,0,0,2,0,0,3,1,"",1,0,2,1,1,4,-2,-2,-2,-2,-2,-2,-2,3,2,1,4,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,-2,-2,-2,-2,-2,-2,0,0,1,0,,,,,,,3,6,5,3,5,3,5,5,4,3,2,5,5,2,6,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,6,98,169,242,106,602,87,216,32,15,42,51,127,192,34,167,487,108,8,26,72,7,41,48,62,97,50,62,117,,,,,,,,,,,,,,,,,2,,,,,4,5,5,2,5,5,3,2,1,1,1,1,1,5,3,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,2,1
156,1.38,3/12/2012,3/13/2012,135,3,5,1,1,2,4,3,2,3,3,2,2,2,2,2,2,3,3,5,3,2,1,1,1,1,2,5,3,4,4,6,7,6,5,7,4,5,6,7,7,7,7,6,5,6,4,4,5,6,6,6,3,3,5,3,5,2,5,4,5,3,2,2,1,1,5,5,1,1,1,5,5,3,2,5,5,-1,1,-1,-1,-1,-1,4,2,-1,-1,3,-1,3,6,3,1,1,1,6,3,1,2,1,1,9,10,0,0,0,0,0,0,0,0,1,1,0,0,0,5,6,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,3,3,,,5,3,,,3,4,,,1,5,5,4,8,8,8,2,2,8,8,5,2,4,4,4,3,6,5,5,2,2,3,2,2,4,3,5,4,3,4,3,6,5,5,3,4,5,2,5,5,2,3,5,1,4,3,5,5,1,6,1,4,4,4,1,3,3,3,1,3,4,3,3,4,4,4,5,3,3,2,2,2,3,1,1,1,1,1,1,2,5,5,4,4,4,3,4,4,4,5,4,4,2,11,18,1,1,9,2,1,1,0,4,1,16,5,1,1,2,1,21,0,1,3,0,0,2,1,"",0,0,4,0,3,5,,,,,,,,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,4,2,3,2,5,4,5,4,2,3,2,10,3,2,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,70,62,50,35,263,14,6576,13,7,20,16,66,134,20,166,140,40,3,15,17,5,16,33,15,28,5,24,193,9,,,,,,,,,,,,,,,,2,,,,,4,2,2,2,3,3,3,3,3,3,4,4,3,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,-2,3
157,0.27,3/12/2012,3/13/2012,27,2,5,2,1,5,3,-1,3,3,1,5,3,3,3,6,3,3,5,4,4,1,3,1,1,2,4,3,7,2,2,5,4,3,-1,6,2,5,2,7,5,5,6,7,5,6,7,5,7,7,7,7,6,7,5,6,5,7,7,7,6,5,6,5,2,3,4,4,1,3,3,5,5,4,4,2,3,-1,-1,2,4,-1,-1,1,-1,-1,3,-1,-1,6,6,-1,1,1,1,1,1,4,5,1,1,9,8,0,0,0,0,0,0,0,1,1,0,0,0,0,6,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,,3,,,1,1,,5,5,,,4,8,8,8,8,8,-1,8,1,7,8,8,8,8,8,8,8,8,8,4,5,4,-1,1,6,3,3,4,-1,1,6,3,1,5,2,3,4,4,5,4,4,3,-1,1,1,2,3,1,1,5,3,5,5,4,1,4,1,2,5,2,3,4,5,3,6,3,4,4,3,4,-1,5,5,4,5,5,5,5,4,5,2,1,5,5,3,4,2,4,2,4,3,5,-1,4,2,3,57,5,3,12,4,1,2,1,1,1,11,3,1,2,3,1,34,0,0,1,0,0,5,1,"",0,0,2,0,-1,1,4,4,1,1,3,-1,2,4,3,2,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,1,3,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,2,6,5,2,4,4,3,2,2,4,2,0,4,-1,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,68,127,184,34,99,28,63,18,13,15,72,71,74,12,104,163,74,6,27,25,4,24,61,20,52,9,27,79,,5,4,7,19,,,,,,,,,,,,2,,,,,6,5,5,1,5,3,1,1,2,2,1,2,1,1,3,10,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,1,2,4
159,2.23,3/12/2012,3/13/2012,84,3,3,3,1,3,2,3,2,2,3,3,3,3,2,2,2,3,3,3,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,6,5,7,4,6,6,4,4,7,7,5,4,5,4,4,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,4,-1,1,-1,-1,4,7,7,7,4,4,5,5,5,7,7,7,2,7,0,1,0,0,0,0,1,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,,3,,,1,3,3,3,,,,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,2,4,6,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,11,63,5,4,4,1,1,2,1,2,2,2,2,0,3,5,1,59,0,0,2,0,0,6,0,"",0,0,1,0,3,1,2,3,1,3,3,1,3,5,5,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,3,1,3,0,1,0,0,0,0,1,1,1,1,19,-2,5,2,2,2,3,3,3,3,3,3,3,3,3,2,1,12,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,14,67,272,63,100,12,95,37,31,30,34,43,95,17,72,74,42,7,15,28,7,19,22,27,46,6,41,41,,,,,,,,,,,,,,,,,5,,,,,4,3,3,3,5,5,5,5,5,6,5,6,6,6,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,-2,-2,2
160,1.3,3/13/2012,3/13/2012,80,2,2,3,1,1,2,3,1,2,3,4,2,3,1,1,1,3,4,5,3,1,1,1,3,1,2,6,4,7,7,6,7,7,7,6,7,6,1,7,7,6,7,6,5,6,5,4,4,6,6,6,5,5,6,6,6,5,5,5,5,4,5,5,1,5,5,5,1,3,2,5,4,4,4,4,5,3,1,2,4,1,3,4,1,3,4,2,2,7,7,7,7,6,7,7,7,7,7,7,7,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,,5,2,5,2,,,,4,,,3,8,8,8,8,8,8,8,8,8,8,8,8,7,8,2,8,8,8,7,7,4,1,5,4,4,4,4,7,2,1,6,1,5,1,4,5,4,5,5,1,1,4,3,2,3,1,2,2,2,1,1,3,2,1,1,1,1,3,1,3,1,2,1,2,4,3,4,4,4,4,4,3,4,4,4,3,3,4,3,1,2,4,5,4,4,5,4,5,4,4,4,4,5,1,6,72,6,4,9,2,2,1,1,2,1,11,2,1,3,7,1,72,0,0,2,0,0,5,1,"none",1,0,2,1,3,1,4,4,1,4,3,4,3,4,2,3,4,1,-2,-2,-2,-2,-2,-2,1,1,0,1,0,0,5,1,2,-2,-2,-2,-2,-2,-2,0,1,0,0,,,,,,,-1,3,6,3,3,5,3,2,2,3,1,0,2,2,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,93,213,534,84,374,43,146,56,32,61,87,98,172,60,287,302,197,12,18,72,16,45,57,70,102,18,51,241,,,,,,,,,,,,,,,,,13,,,,,4,1,1,1,4,3,3,3,4,2,6,1,1,5,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,2
161,0.42,3/13/2012,3/13/2012,76,2,4,4,1,2,2,2,1,3,2,2,2,2,2,2,2,3,2,4,2,7,1,3,6,7,6,6,6,6,6,7,6,6,5,7,6,6,2,5,7,4,6,6,6,4,6,7,6,6,6,6,5,5,4,6,6,6,5,5,6,6,5,5,3,4,4,3,1,2,2,4,4,3,2,3,3,3,2,4,4,1,2,4,1,1,3,2,3,7,7,6,7,5,5,5,6,7,7,7,6,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,5,,,4,4,,3,,,,4,3,8,8,8,8,8,8,8,8,8,8,8,8,7,8,7,8,8,8,7,6,4,1,5,4,1,4,5,7,1,3,2,5,2,1,2,1,4,2,5,3,2,4,4,2,5,4,2,3,2,4,4,5,5,2,4,5,4,3,2,3,2,3,2,3,2,2,2,2,2,4,4,4,4,4,4,4,4,5,4,2,1,5,5,5,4,5,4,5,4,5,5,4,4,2,6,80,7,4,9,2,1,2,1,2,2,8,1,1,1,2,1,23,0,0,2,0,0,5,1,"",1,0,2,1,2,1,4,3,2,3,3,2,3,4,3,2,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,0,0,1,0,,,,,,,6,6,3,6,2,2,3,3,2,3,4,10,2,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,50,150,234,2220,128,43,107,21,36,50,54,84,148,41,197,214,90,5,11,33,5,36,118,61,69,16,36,127,,6,7,5,49,,,,,,,,,,,,7,,,,,4,3,3,1,5,4,3,3,5,5,6,4,3,4,6,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1
162,2.75,3/13/2012,3/13/2012,52,3,4,4,3,5,5,3,4,5,5,5,3,1,1,1,1,4,3,3,2,7,1,1,6,7,7,3,3,4,6,5,3,5,5,3,6,5,1,7,7,7,7,5,5,1,6,6,6,5,1,6,2,4,5,6,6,6,3,4,4,7,7,5,1,1,5,1,1,1,1,4,2,4,1,4,2,-1,1,-1,-1,-1,-1,4,-1,2,-1,-1,3,7,7,6,4,2,2,7,6,7,7,6,5,8,9,0,0,0,0,0,0,0,1,1,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,,1,,,,,1,5,1,1,4,,8,8,8,8,8,8,8,8,8,8,1,8,7,-1,8,8,8,8,1,7,4,1,7,7,7,4,5,7,3,4,2,5,5,1,1,1,5,1,1,1,1,5,5,5,6,1,5,3,3,1,3,1,6,5,1,6,1,4,2,5,1,2,3,5,3,4,4,3,4,5,4,4,5,4,3,4,4,4,4,1,2,5,5,5,5,5,4,5,2,2,2,3,5,2,6,45,4,3,12,4,4,2,1,3,1,13,1,0,3,7,1,74,0,1,2,0,0,1,0,"",0,1,3,1,4,2,2,3,2,3,3,3,3,4,3,1,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,19,-2,1,4,1,4,2,3,2,4,2,3,2,4,2,5,1,40,3,-1,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26,137,110,123,51,160,28,123,28,26,29,83,59,116,24,272,185,105,24,65,677,7,38,48,28,52,37,206,152,,,,,,,,,,,,,,,,,7,,,,,15,5,5,3,4,4,3,3,4,4,4,6,4,6,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2
163,0.54,3/13/2012,3/13/2012,9,2,2,2,1,1,1,1,1,3,2,4,3,2,3,3,3,2,3,4,3,2,3,2,3,2,3,5,6,6,6,6,6,6,5,6,6,6,5,6,6,5,6,6,6,5,6,5,6,5,6,6,6,6,6,7,6,6,6,6,6,6,6,6,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,5,5,5,5,4,4,2,10,0,1,0,0,0,0,0,0,0,1,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,4,,,5,,,,,2,1,3,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,8,4,8,6,6,5,5,5,6,5,6,6,6,1,7,1,3,1,4,4,4,4,4,4,3,3,4,4,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,4,4,3,3,4,5,5,5,5,5,2,1,5,5,5,5,4,5,5,5,5,5,5,5,2,6,88,7,4,7,1,4,2,0,3,2,17,3,1,4,9,1,93,0,0,3,0,0,5,1,"no",0,0,4,1,3,3,3,3,1,1,4,4,1,4,3,2,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,12,86,2,2,1,2,1,5,1,2,2,1,5,1,3,4,1,50,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,13,18,93,11,57,19,23,21,10,20,11,13,45,8,25,33,15,8,8,18,4,9,19,14,24,3,9,15,,,,,,,,,,,,,,,,,5,,,,,4,4,4,3,4,3,1,1,3,4,3,4,1,2,6,3,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,7,1,1,4
164,2.9,3/13/2012,3/13/2012,21,3,2,4,4,3,2,3,5,4,3,5,6,3,6,7,6,2,3,2,3,3,4,3,2,3,4,4,5,7,6,1,3,6,2,7,6,7,1,6,5,5,6,6,5,5,6,5,5,5,4,5,-1,6,6,5,5,5,4,5,5,6,6,5,1,3,4,4,4,4,4,3,3,4,3,3,4,-1,1,-1,2,-1,3,-1,-1,-1,-1,-1,4,3,7,7,5,2,4,6,5,2,5,7,3,2,10,0,1,0,0,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,4,3,,3,4,,3,,,3,,,5,8,8,5,8,3,7,4,7,6,8,7,5,6,7,8,8,8,5,4,5,5,6,4,6,5,4,4,4,2,4,6,4,4,4,2,3,4,3,3,3,3,3,4,3,4,3,2,4,3,2,5,3,6,4,3,4,4,3,3,5,3,2,4,4,4,4,3,3,5,4,4,2,4,4,4,4,3,4,1,1,4,5,1,5,1,5,1,4,1,5,4,2,1,3,38,3,2,9,2,1,1,1,4,1,8,1,0,4,8,2,81,0,2,2,0,0,1,1,"accept all people and love your family, and children especially!",0,1,2,1,2,5,3,3,4,4,3,3,1,3,4,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,2,2,2,2,2,4,4,2,2,5,2,40,5,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,22,69,61,9,135,17,77,21,13,43,21,369,33,24,95,25,15,4,7,17,3,11,10,27,30,5,28,16,,,,,,,,,,,,,,,,,23,,,,,6,1,1,2,5,5,3,1,2,5,3,2,2,6,6,13,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,6
165,1.65,3/13/2012,3/13/2012,57,3,3,4,2,2,2,2,2,5,4,5,3,3,3,2,2,2,3,4,3,7,4,2,4,1,7,5,5,6,6,4,4,6,6,6,5,5,2,2,4,2,4,7,5,4,2,3,4,6,1,6,7,7,5,5,4,-1,2,2,4,4,2,4,1,4,5,3,2,4,1,3,4,2,4,3,3,-1,4,2,1,2,1,-1,-1,-1,-1,-1,-1,1,7,7,7,2,3,6,5,7,7,7,7,8,12,0,0,0,0,0,0,0,1,0,0,0,1,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,3,,,,3,,5,5,5,,,5,8,8,8,8,1,8,8,8,8,8,7,8,7,8,8,8,8,8,7,4,2,1,4,3,2,1,4,5,3,4,5,6,4,1,1,5,5,3,4,2,2,2,2,-1,6,1,4,3,4,2,3,1,3,5,2,6,1,5,2,6,2,2,3,2,1,2,3,3,3,3,3,3,4,3,3,3,3,3,3,2,1,5,5,4,4,4,5,4,5,5,5,5,4,1,5,59,5,3,9,2,1,2,1,4,1,2,3,1,1,2,1,23,0,0,4,0,0,7,0,"",0,0,1,1,5,-1,-2,-2,-2,-2,-2,-2,-2,4,5,4,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,6,6,6,4,6,6,1,1,5,6,6,70,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50,122,228,523,86,212,50,165,31,25,35,133,109,164,40,206,281,197,19,33,47,10,53,22,82,95,36,102,144,,,,,,,,,,,,,,,,,19,,,,,2,5,4,3,4,4,3,5,4,4,6,3,6,5,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,-2,6
